Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      79/79          std::__future_base::_Task_state<std::_Bind<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&) [87]
-----------------------------------------------
                0.00    0.00      79/79          std::_Function_handler<void (int), ctpl::thread_pool::push<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1}&, Chunk*&>(World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1}&, Chunk*&)::{lambda(int)#1}>::_M_invoke(std::_Any_data const&, int&&) [86]
[87]     0.0    0.00    0.00      79         std::__future_base::_Task_state<std::_Bind<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&) [87]
                0.00    0.00     127/1424        std::_Function_handler<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> (), std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [78]
-----------------------------------------------
                                                 <spontaneous>
[88]     0.0    0.00    0.00                 ctpl::thread_pool::set_thread(int)::{lambda()#1}::operator()() const [88]
                0.00    0.00     122/122         std::_Function_handler<void (int), ctpl::thread_pool::push<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1}&, Chunk*&>(World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1}&, Chunk*&)::{lambda(int)#1}>::_M_invoke(std::_Any_data const&, int&&) [86]
                0.00    0.00      88/88          std::_Function_handler<void (int), ctpl::thread_pool::push<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1}&, Chunk*&>(World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1}&, Chunk*&)::{lambda(int)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [202]
                0.00    0.00      46/46          std::_Function_handler<void (int), ctpl::thread_pool::push<World::World()::{lambda(int, Chunk*)#1}&, Chunk*&>(World::World()::{lambda(int, Chunk*)#1}&, Chunk*&)::{lambda(int)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [212]
                0.00    0.00      41/41          std::_Function_handler<void (int), ctpl::thread_pool::push<World::World()::{lambda(int, Chunk*)#1}&, Chunk*&>(World::World()::{lambda(int, Chunk*)#1}&, Chunk*&)::{lambda(int)#1}>::_M_invoke(std::_Any_data const&, int&&) [216]
-----------------------------------------------
                0.00    0.00       1/1           main [13]
[89]     0.0    0.00    0.00       1         initialize() [89]
                0.00    0.00       1/1           TextManager::init() [90]
                0.00    0.00       1/1           appWindow::init() [252]
                0.00    0.00       1/1           Object::setProjMat(Matrix) [249]
                0.00    0.00       1/1           RectangularCuboid::initialize() [244]
-----------------------------------------------
                0.00    0.00       1/1           initialize() [89]
[90]     0.0    0.00    0.00       1         TextManager::init() [90]
                0.00    0.00     256/16787010     Vec3::Vec3() [30]
                0.00    0.00     256/65751448     Vec3::Vec3(float, float, float) [28]
                0.00    0.00       1/150540      Matrix::~Matrix() [50]
                0.00    0.00     256/18670       Vec3::operator=(Vec3 const&) [151]
                0.00    0.00     128/128         std::_Rb_tree<char, std::pair<char const, Character>, std::_Select1st<std::pair<char const, Character> >, std::less<char>, std::allocator<std::pair<char const, Character> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<char const, Character> >, char const&) [198]
                0.00    0.00       1/3           Shader::Shader(char const*, char const*) [235]
                0.00    0.00       1/3063        appWindow::getWindowHeight() [164]
                0.00    0.00       1/4134        Shader::use() const [161]
                0.00    0.00       1/1067        appWindow::getWindowWidth() [177]
                0.00    0.00       1/1           Matrix::createOrthoMatrix(float, float, float, float, float, float) [248]
                0.00    0.00       1/3216        Matrix::exportForGL() [163]
                0.00    0.00       1/147496      Shader::getID() const [147]
-----------------------------------------------
                0.00    0.00       1/1           World::World() [8]
[91]     0.0    0.00    0.00       1         Camera::Camera() [91]
                0.00    0.00       1/1           Camera::Camera(Vec3) [92]
                0.00    0.00       1/65751448     Vec3::Vec3(float, float, float) [28]
-----------------------------------------------
                0.00    0.00       1/1           Camera::Camera() [91]
[92]     0.0    0.00    0.00       1         Camera::Camera(Vec3) [92]
                0.00    0.00       1/129467      Matrix::Matrix() [43]
                0.00    0.00       1/2160        Camera::updateFrustum(bool) [69]
                0.00    0.00       7/16787010     Vec3::Vec3() [30]
                0.00    0.00      10/65751448     Vec3::Vec3(float, float, float) [28]
                0.00    0.00       2/8594076     Vec3::Vec3(Vec3 const&) [42]
                0.00    0.00       8/18670       Vec3::operator=(Vec3 const&) [151]
                0.00    0.00       3/15092       Vec3::getNormalized() const [153]
                0.00    0.00       2/8273        Vec3::cross(Vec3) const [158]
-----------------------------------------------
                0.00    0.00    1012/1012        Loop::processInput() [71]
[93]     0.0    0.00    0.00    1012         Camera::rotate(double, double) [93]
                0.00    0.00       7/16787010     Vec3::Vec3() [30]
                0.00    0.00       9/8594076     Vec3::Vec3(Vec3 const&) [42]
                0.00    0.00      39/15092       Vec3::getNormalized() const [153]
                0.00    0.00      30/18670       Vec3::operator=(Vec3 const&) [151]
                0.00    0.00      14/8273        Vec3::cross(Vec3) const [158]
-----------------------------------------------
                                                 <spontaneous>
[94]     0.0    0.00    0.00                 _GLOBAL__sub_I__ZN6Skybox7textureE [94]
                0.00    0.00       1/65751448     Vec3::Vec3(float, float, float) [28]
-----------------------------------------------
                0.00    0.00       1/1           main [13]
[95]     0.0    0.00    0.00       1         frame_dummy [95]
-----------------------------------------------
                0.00    0.00   12259/4654401     Camera::updateFrustum(bool) [69]
                0.00    0.00 4642142/4654401     AABB::isOnFrustum(Frustum const&) const [39]
[142]    0.0    0.00    0.00 4654401         Vec3::dot(Vec3) const [142]
-----------------------------------------------
                0.00    0.00   47423/908892      void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, __gnu_cxx::__ops::_Iter_comp_iter<World::render()::{lambda(std::pair<Vec2, Chunk*>&, std::pair<Vec2, Chunk*>&)#1}> >(__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, __gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, __gnu_cxx::__ops::_Iter_comp_iter<World::render()::{lambda(std::pair<Vec2, Chunk*>&, std::pair<Vec2, Chunk*>&)#1}>) [clone .constprop.0] [68]
                0.00    0.00  253165/908892      World::render() [26]
                0.00    0.00  608304/908892      void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<World::render()::{lambda(std::pair<Vec2, Chunk*>&, std::pair<Vec2, Chunk*>&)#1}> >(__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, __gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<World::render()::{lambda(std::pair<Vec2, Chunk*>&, std::pair<Vec2, Chunk*>&)#1}>) [64]
[143]    0.0    0.00    0.00  908892         Vec2::isSmaller(Vec2 const&) const [143]
-----------------------------------------------
                0.00    0.00       1/748572      World::World() [8]
                0.00    0.00      25/748572      World::update() [6]
                0.00    0.00    1830/748572      void std::__insertion_sort<__gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, __gnu_cxx::__ops::_Iter_comp_iter<World::getPosInRange(Vec2, float, float)::{lambda(Vec2, Vec2)#1}> >(__gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, __gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, __gnu_cxx::__ops::_Iter_comp_iter<World::getPosInRange(Vec2, float, float)::{lambda(Vec2, Vec2)#1}>) [70]
                0.00    0.00   27743/748572      void std::__introsort_loop<__gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<World::getPosInRange(Vec2, float, float)::{lambda(Vec2, Vec2)#1}> >(__gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, __gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<World::getPosInRange(Vec2, float, float)::{lambda(Vec2, Vec2)#1}>) [62]
                0.00    0.00   27848/748572      World::getPosInRange(Vec2, float, float) [59]
                0.00    0.00   36407/748572      void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, __gnu_cxx::__ops::_Iter_comp_iter<World::render()::{lambda(std::pair<Vec2, Chunk*>&, std::pair<Vec2, Chunk*>&)#1}> >(__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, __gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, __gnu_cxx::__ops::_Iter_comp_iter<World::render()::{lambda(std::pair<Vec2, Chunk*>&, std::pair<Vec2, Chunk*>&)#1}>) [clone .constprop.0] [68]
                0.00    0.00  127414/748572      std::_Function_handler<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> (), std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [78]
                0.00    0.00  252935/748572      World::render() [26]
                0.00    0.00  274369/748572      void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<World::render()::{lambda(std::pair<Vec2, Chunk*>&, std::pair<Vec2, Chunk*>&)#1}> >(__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, __gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<World::render()::{lambda(std::pair<Vec2, Chunk*>&, std::pair<Vec2, Chunk*>&)#1}>) [64]
[144]    0.0    0.00    0.00  748572         Vec2::operator=(Vec2 const&) [144]
-----------------------------------------------
                0.00    0.00    4226/247638      void std::__insertion_sort<__gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, __gnu_cxx::__ops::_Iter_comp_iter<World::getPosInRange(Vec2, float, float)::{lambda(Vec2, Vec2)#1}> >(__gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, __gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, __gnu_cxx::__ops::_Iter_comp_iter<World::getPosInRange(Vec2, float, float)::{lambda(Vec2, Vec2)#1}>) [70]
                0.00    0.00   20384/247638      World::updateChunkBuffers(Vec2) [7]
                0.00    0.00   94775/247638      World::getPosInRange(Vec2, float, float) [59]
                0.00    0.00  128253/247638      void std::__introsort_loop<__gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<World::getPosInRange(Vec2, float, float)::{lambda(Vec2, Vec2)#1}> >(__gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, __gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<World::getPosInRange(Vec2, float, float)::{lambda(Vec2, Vec2)#1}>) [62]
[145]    0.0    0.00    0.00  247638         Vec2::getLength() const [145]
-----------------------------------------------
                0.00    0.00    2406/154554      World::World() [8]
                0.00    0.00    3605/154554      std::pair<std::_Rb_tree_iterator<std::pair<Vec2 const, Chunk*> >, bool> std::_Rb_tree<Vec2, std::pair<Vec2 const, Chunk*>, std::_Select1st<std::pair<Vec2 const, Chunk*> >, std::less<Vec2>, std::allocator<std::pair<Vec2 const, Chunk*> > >::_M_emplace_unique<std::pair<Vec2, Chunk*>&>(std::pair<Vec2, Chunk*>&) [84]
                0.00    0.00   10506/154554      std::pair<std::_Rb_tree_iterator<std::pair<Vec2 const, Chunk*> >, bool> std::_Rb_tree<Vec2, std::pair<Vec2 const, Chunk*>, std::_Select1st<std::pair<Vec2 const, Chunk*> >, std::less<Vec2>, std::allocator<std::pair<Vec2 const, Chunk*> > >::_M_emplace_unique<std::pair<Vec2, Chunk*> >(std::pair<Vec2, Chunk*>&&) [81]
                0.00    0.00   11936/154554      std::_Rb_tree<Vec2, std::pair<Vec2 const, Chunk*>, std::_Select1st<std::pair<Vec2 const, Chunk*> >, std::less<Vec2>, std::allocator<std::pair<Vec2 const, Chunk*> > >::equal_range(Vec2 const&) [181]
                0.00    0.00   20076/154554      World::getAllocatedNeighbours(Vec2) [73]
                0.00    0.00  106025/154554      World::updateChunkBuffers(Vec2) [7]
[146]    0.0    0.00    0.00  154554         Vec2::operator<(Vec2 const&) const [146]
-----------------------------------------------
                0.00    0.00       1/147496      World::World() [8]
                0.00    0.00       1/147496      TextManager::init() [90]
                0.00    0.00    2178/147496      TextManager::renderText(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, float, float, float, Vec3) [38]
                0.00    0.00    8352/147496      Skybox::draw(Matrix&) [67]
                0.00    0.00   10606/147496      World::render() [26]
                0.00    0.00  126358/147496      RectangularCuboid::drawFaceInstance(Shader*, unsigned int, unsigned int, unsigned int, unsigned int) [51]
[147]    0.0    0.00    0.00  147496         Shader::getID() const [147]
-----------------------------------------------
                0.00    0.00   13417/141398      World::updateChunkBuffers(Vec2) [7]
                0.00    0.00  127981/141398      World::render() [26]
[148]    0.0    0.00    0.00  141398         Vec2::operator-(Vec2 const&) const [148]
-----------------------------------------------
                               38097             Camera::unProjectToOrigin(float, float, Matrix) [149]
                0.00    0.00    2115/29393       Matrix::operator=(Matrix const&) [166]
                0.00    0.00    4115/29393       Matrix::Matrix(Matrix const&) [162]
                0.00    0.00    4295/29393       Matrix::operator*=(Matrix const&) [60]
                0.00    0.00    5427/29393       Matrix::createRotationMatrix(Matrix::RotationDirection, float) [65]
                0.00    0.00   13441/29393       Matrix::Matrix(std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >) [155]
[149]    0.0    0.00    0.00   29393+38097   Camera::unProjectToOrigin(float, float, Matrix) [149]
                               38097             Camera::unProjectToOrigin(float, float, Matrix) [149]
-----------------------------------------------
                0.00    0.00    1614/25131       World::getAllocatedNeighbours(Vec2) [73]
                0.00    0.00   23517/25131       World::getPosInRange(Vec2, float, float) [59]
[150]    0.0    0.00    0.00   25131         Vec2::Vec2(int, int) [150]
-----------------------------------------------
                0.00    0.00       8/18670       Camera::Camera(Vec3) [92]
                0.00    0.00      30/18670       Camera::rotate(double, double) [93]
                0.00    0.00     104/18670       Camera::move(bool, bool, bool, bool, float) [72]
                0.00    0.00     256/18670       TextManager::init() [90]
                0.00    0.00     287/18670       Chunk::initChunk() [1]
                0.00    0.00     453/18670       VoxelGenerator::createPerlinGradient(unsigned int) [61]
                0.00    0.00     610/18670       Chunk::Chunk(int, int, Camera*) [21]
                0.00    0.00    1010/18670       World::render() [26]
                0.00    0.00    1536/18670       VoxelGenerator::initialize(int, bool) [79]
                0.00    0.00   14376/18670       Camera::updateFrustum(bool) [69]
[151]    0.0    0.00    0.00   18670         Vec3::operator=(Vec3 const&) [151]
-----------------------------------------------
                0.00    0.00      49/15768       Loop::keyCallback(GLFWwindow*, int, int, int, int) [320]
                0.00    0.00    2187/15768       Loop::loop() [4]
                0.00    0.00   13532/15768       Loop::processInput() [71]
[152]    0.0    0.00    0.00   15768         appWindow::getWindow() [152]
-----------------------------------------------
                0.00    0.00       3/15092       Camera::Camera(Vec3) [92]
                0.00    0.00      39/15092       Camera::rotate(double, double) [93]
                0.00    0.00     581/15092       Camera::move(bool, bool, bool, bool, float) [72]
                0.00    0.00   14469/15092       Camera::updateFrustum(bool) [69]
[153]    0.0    0.00    0.00   15092         Vec3::getNormalized() const [153]
-----------------------------------------------
                0.00    0.00   14970/14970       Matrix::vectorMult(Vec3) const [75]
[154]    0.0    0.00    0.00   14970         Vec3::at(int) const [154]
-----------------------------------------------
                0.00    0.00       1/13846       Matrix::createOrthoMatrix(float, float, float, float, float, float) [248]
                0.00    0.00       1/13846       Matrix::createProjMatrix(float, float, float, float) [247]
                0.00    0.00    2326/13846       Matrix::createTranslationMatrix(float, float, float) [165]
                0.00    0.00    5632/13846       Matrix::operator*(Matrix const&) const [52]
                0.00    0.00    5886/13846       Matrix::createRotationMatrix(Matrix::RotationDirection, float) [65]
[155]    0.0    0.00    0.00   13846         Matrix::Matrix(std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >) [155]
                0.00    0.00   13441/29393       Camera::unProjectToOrigin(float, float, Matrix) [149]
-----------------------------------------------
                0.00    0.00    1544/12232       World::getAllocatedNeighbours(Vec2) [73]
                0.00    0.00   10688/12232       World::getPosInRange(Vec2, float, float) [59]
[156]    0.0    0.00    0.00   12232         Vec2::operator+(Vec2 const&) const [156]
-----------------------------------------------
                0.00    0.00     101/8341        stbi__jpeg_decode_block_prog_dc(stbi__jpeg*, short*, stbi__huffman*, int) [191]
                0.00    0.00    2862/8341        stbi__decode_jpeg_image(stbi__jpeg*) [215]
                0.00    0.00    5378/8341        stbi__jpeg_decode_block(stbi__jpeg*, short*, stbi__huffman*, stbi__huffman*, short*, int, unsigned short*) [193]
[157]    0.0    0.00    0.00    8341         stbi__grow_buffer_unsafe(stbi__jpeg*) [157]
                0.00    0.00     145/330         stbi__stdio_read(void*, char*, int) [190]
-----------------------------------------------
                0.00    0.00       2/8273        Camera::Camera(Vec3) [92]
                0.00    0.00      14/8273        Camera::rotate(double, double) [93]
                0.00    0.00    8257/8273        Camera::updateFrustum(bool) [69]
[158]    0.0    0.00    0.00    8273         Vec3::cross(Vec3) const [158]
-----------------------------------------------
                0.00    0.00       1/4267        Texture::~Texture() [251]
                0.00    0.00       3/4267        Texture::Texture(float) [12]
                0.00    0.00      24/4267        Texture::Texture(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [225]
                0.00    0.00    4239/4267        ResourceManager::bindTextures() [176]
[159]    0.0    0.00    0.00    4267         ResourceManager::getBlockTexture(int) [159]
-----------------------------------------------
                0.00    0.00    2089/4205        Camera::updateFrustum(bool) [69]
                0.00    0.00    2116/4205        Camera::actualizeView() [57]
[160]    0.0    0.00    0.00    4205         Vec3::operator-() const [160]
-----------------------------------------------
                0.00    0.00       1/4134        World::World() [8]
                0.00    0.00       1/4134        TextManager::init() [90]
                0.00    0.00    1022/4134        Skybox::draw(Matrix&) [67]
                0.00    0.00    1036/4134        World::render() [26]
                0.00    0.00    2074/4134        TextManager::renderText(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, float, float, float, Vec3) [38]
[161]    0.0    0.00    0.00    4134         Shader::use() const [161]
-----------------------------------------------
                0.00    0.00       1/4068        World::World() [8]
                0.00    0.00    2018/4068        World::render() [26]
                0.00    0.00    2049/4068        Camera::getMatrix() [56]
[162]    0.0    0.00    0.00    4068         Matrix::Matrix(Matrix const&) [162]
                0.00    0.00    4115/29393       Camera::unProjectToOrigin(float, float, Matrix) [149]
-----------------------------------------------
                0.00    0.00       1/3216        World::World() [8]
                0.00    0.00       1/3216        TextManager::init() [90]
                0.00    0.00    1116/3216        Skybox::draw(Matrix&) [67]
                0.00    0.00    2098/3216        World::render() [26]
[163]    0.0    0.00    0.00    3216         Matrix::exportForGL() [163]
                0.00    0.00    2090/2090        std::vector<float, std::allocator<float> >::_M_default_append(unsigned long) [171]
-----------------------------------------------
                0.00    0.00       1/3063        TextManager::init() [90]
                0.00    0.00    1022/3063        Loop::processInput() [71]
                0.00    0.00    2040/3063        TextManager::tickPrint() [37]
[164]    0.0    0.00    0.00    3063         appWindow::getWindowHeight() [164]
-----------------------------------------------
                0.00    0.00    2165/2165        Camera::actualizeView() [57]
[165]    0.0    0.00    0.00    2165         Matrix::createTranslationMatrix(float, float, float) [165]
                0.00    0.00    2326/13846       Matrix::Matrix(std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >) [155]
-----------------------------------------------
                0.00    0.00    2150/2150        Camera::actualizeView() [57]
[166]    0.0    0.00    0.00    2150         Matrix::operator=(Matrix const&) [166]
                0.00    0.00    2115/29393       Camera::unProjectToOrigin(float, float, Matrix) [149]
-----------------------------------------------
                0.00    0.00    2127/2127        TextManager::print(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, double) [53]
[167]    0.0    0.00    0.00    2127         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [167]
-----------------------------------------------
                0.00    0.00    2118/2118        TextManager::tickPrint() [37]
[168]    0.0    0.00    0.00    2118         void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [168]
-----------------------------------------------
                0.00    0.00    2095/2095        TextManager::tickPrint() [37]
[169]    0.0    0.00    0.00    2095         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::equal_range(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [169]
-----------------------------------------------
                0.00    0.00    2093/2093        Loop::processInput() [71]
[170]    0.0    0.00    0.00    2093         World::getCamera() [170]
-----------------------------------------------
                0.00    0.00    2090/2090        Matrix::exportForGL() [163]
[171]    0.0    0.00    0.00    2090         std::vector<float, std::allocator<float> >::_M_default_append(unsigned long) [171]
-----------------------------------------------
                0.00    0.00    2031/2031        Camera::updateFrustum(bool) [69]
[172]    0.0    0.00    0.00    2031         appWindow::getWindowSize(int*, int*) [172]
-----------------------------------------------
                0.00    0.00    2016/2016        stbi__load_main(stbi__context*, int*, int*, int*, int, stbi__result_info*, int) [209]
[173]    0.0    0.00    0.00    2016         resample_row_1(unsigned char*, unsigned char*, unsigned char*, int, int) [173]
-----------------------------------------------
                0.00    0.00      30/1395        stbi__parse_png_file(stbi__png*, int, int) [231]
                0.00    0.00     285/1395        stbi__process_marker(stbi__jpeg*, int) [194]
                0.00    0.00     462/1395        stbi__gif_test_raw(stbi__context*) [213]
                0.00    0.00     618/1395        stbi__decode_jpeg_image(stbi__jpeg*) [215]
[174]    0.0    0.00    0.00    1395         stbi__get8(stbi__context*) [174]
-----------------------------------------------
                0.00    0.00       1/1122        World::World() [8]
                0.00    0.00     101/1122        Chunk::initChunk() [1]
                0.00    0.00    1020/1122        Chunk::worldCoordToChunk(Vec3) [178]
[175]    0.0    0.00    0.00    1122         Vec2::Vec2() [175]
-----------------------------------------------
                0.00    0.00    1079/1079        World::render() [26]
[176]    0.0    0.00    0.00    1079         ResourceManager::bindTextures() [176]
                0.00    0.00    4239/4267        ResourceManager::getBlockTexture(int) [159]
-----------------------------------------------
                0.00    0.00       1/1067        TextManager::init() [90]
                0.00    0.00    1066/1067        Loop::processInput() [71]
